Date,Delivered(/ub),Recorded(/ub)
2015-12-12,0.000,0.000
2015-12-13,0.000,0.000
2015-12-14,0.000,0.000
2015-12-15,0.000,0.000
2015-12-16,0.000,0.000
2015-12-17,0.000,0.000
2015-12-18,0.000,0.000
2015-12-19,0.000,0.000
2015-12-20,0.000,0.000
2015-12-21,0.000,0.000
2015-12-22,0.000,0.000
2015-12-23,0.000,0.000
2015-12-24,0.000,0.000
2015-12-25,0.000,0.000
2015-12-26,0.000,0.000
2015-12-27,0.000,0.000
2015-12-28,0.000,0.000
2015-12-29,0.000,0.000
2015-12-30,0.000,0.000
2015-12-31,0.000,0.000
2016-01-01,0.000,0.000
2016-01-02,0.000,0.000
2016-01-03,0.000,0.000
2016-01-04,0.000,0.000
2016-01-05,0.000,0.000
2016-01-06,0.000,0.000
2016-01-07,0.000,0.000
2016-01-08,0.000,0.000
2016-01-09,0.000,0.000
2016-01-10,0.000,0.000
2016-01-11,0.000,0.000
2016-01-12,0.000,0.000
2016-01-13,0.000,0.000
2016-01-14,0.000,0.000
2016-01-15,0.000,0.000
2016-01-16,0.000,0.000
2016-01-17,0.000,0.000
2016-01-18,0.000,0.000
2016-01-19,0.000,0.000
2016-01-20,0.000,0.000
2016-01-21,0.000,0.000
2016-01-22,0.000,0.000
2016-01-23,0.000,0.000
2016-01-24,0.000,0.000
2016-01-25,0.000,0.000
2016-01-26,0.000,0.000
2016-01-27,0.000,0.000
2016-01-28,0.000,0.000
2016-01-29,0.000,0.000
2016-01-30,0.000,0.000
2016-01-31,0.000,0.000
2016-02-01,0.000,0.000
2016-02-02,0.000,0.000
2016-02-03,0.000,0.000
2016-02-04,0.000,0.000
2016-02-05,0.000,0.000
2016-02-06,0.000,0.000
2016-02-07,0.000,0.000
2016-02-08,0.000,0.000
2016-02-09,0.000,0.000
2016-02-10,0.000,0.000
2016-02-11,0.000,0.000
2016-02-12,0.000,0.000
2016-02-13,0.000,0.000
2016-02-14,0.000,0.000
2016-02-15,0.000,0.000
2016-02-16,0.000,0.000
2016-02-17,0.000,0.000
2016-02-18,0.000,0.000
2016-02-19,0.000,0.000
2016-02-20,0.000,0.000
2016-02-21,0.000,0.000
2016-02-22,0.000,0.000
2016-02-23,0.000,0.000
2016-02-24,0.000,0.000
2016-02-25,0.000,0.000
2016-02-26,0.000,0.000
2016-02-27,0.000,0.000
2016-02-28,0.000,0.000
2016-02-29,0.000,0.000
2016-03-01,0.000,0.000
2016-03-02,0.000,0.000
2016-03-03,0.000,0.000
2016-03-04,0.000,0.000
2016-03-05,0.000,0.000
2016-03-06,0.000,0.000
2016-03-07,0.000,0.000
2016-03-08,0.000,0.000
2016-03-09,0.000,0.000
2016-03-10,0.000,0.000
2016-03-11,0.000,0.000
2016-03-12,0.000,0.000
2016-03-13,0.000,0.000
2016-03-14,0.000,0.000
2016-03-15,0.000,0.000
2016-03-16,0.000,0.000
2016-03-17,0.000,0.000
2016-03-18,0.000,0.000
2016-03-19,0.000,0.000
2016-03-20,0.000,0.000
2016-03-21,0.000,0.000
2016-03-22,0.000,0.000
2016-03-23,0.000,0.000
2016-03-24,0.000,0.000
2016-03-25,0.000,0.000
2016-03-26,0.000,0.000
2016-03-27,0.000,0.000
2016-03-28,0.000,0.000
2016-03-29,0.000,0.000
2016-03-30,0.000,0.000
2016-03-31,0.000,0.000
2016-04-01,0.000,0.000
2016-04-02,0.000,0.000
2016-04-03,0.000,0.000
2016-04-04,0.000,0.000
2016-04-05,0.000,0.000
2016-04-06,0.000,0.000
2016-04-07,0.000,0.000
2016-04-08,0.000,0.000
2016-04-09,0.000,0.000
2016-04-10,0.000,0.000
2016-04-11,0.000,0.000
2016-04-12,0.000,0.000
2016-04-13,0.000,0.000
2016-04-14,0.000,0.000
2016-04-15,0.000,0.000
2016-04-16,0.000,0.000
2016-04-17,0.000,0.000
2016-04-18,0.000,0.000
2016-04-19,0.000,0.000
2016-04-20,0.000,0.000
2016-04-21,0.000,0.000
2016-04-22,21811.802,3322.582
2016-04-23,200979.484,107985.237
2016-04-24,579849.758,379863.715
2016-04-25,878761.974,374029.954
2016-04-26,0.000,0.000
2016-04-27,497318.132,216523.629
2016-04-28,2494607.441,1914880.836
2016-04-29,2490938.641,1393283.549
2016-04-30,0.000,0.000
2016-05-01,0.000,0.000
2016-05-02,0.000,0.000
2016-05-03,0.000,0.000
2016-05-04,0.000,0.000
2016-05-05,0.000,0.000
2016-05-06,37584.807,28606.312
2016-05-07,9552477.927,8386531.350
2016-05-08,29812793.800,24680540.849
2016-05-09,3960505.919,477240.209
2016-05-10,31726118.386,26450906.567
2016-05-11,37513143.227,32861691.422
2016-05-12,59061093.137,48335276.699
2016-05-13,31013552.008,29111342.609
2016-05-14,106181986.796,93210703.498
2016-05-15,65299708.408,60506494.662
2016-05-16,65172644.561,61792939.154
2016-05-17,45602284.061,43331757.967
2016-05-18,42407309.624,39735288.243
2016-05-19,0.000,0.000
2016-05-20,202505897.160,191574727.797
2016-05-21,81009560.931,78499331.970
2016-05-22,0.000,0.000
2016-05-23,0.000,0.000
2016-05-24,0.000,0.000
2016-05-25,0.000,0.000
2016-05-26,0.000,0.000
2016-05-27,18222474.167,15510838.505
2016-05-28,113331100.179,105254131.359
2016-05-29,78272086.178,73380873.304
2016-05-30,259033966.874,241254076.401
2016-05-31,207559209.711,197206435.229
2016-06-01,282786880.139,258604095.038
2016-06-02,379794664.224,338225905.295
2016-06-03,184019567.641,171669640.984
2016-06-04,299024281.019,284124828.464
2016-06-05,395798396.577,381188572.737
2016-06-06,140768193.575,128953116.933
2016-06-07,0.000,0.000
2016-06-08,0.000,0.000
2016-06-09,0.000,0.000
2016-06-10,0.000,0.000
2016-06-11,100634268.483,80838564.203
2016-06-12,419150885.533,394169077.076
2016-06-13,413070322.234,390562147.890
2016-06-14,312580630.634,284793037.507
2016-06-15,398671372.139,369570489.884
2016-06-16,55679019.348,53044581.944
2016-06-17,434574120.256,380914223.616
2016-06-18,350100613.043,323974038.706
2016-06-19,361886780.841,339204562.579
2016-06-20,465559451.446,448788365.539
2016-06-21,95180725.066,93067093.304
2016-06-22,0.000,0.000
2016-06-23,0.000,0.000
2016-06-24,117447588.405,101336697.331
2016-06-25,490530134.991,410552547.506
2016-06-26,360877517.723,319635173.932
2016-06-27,446314574.539,418574305.728
2016-06-28,331785864.575,311813226.290
2016-06-29,390788562.841,351148004.864
2016-06-30,133206464.452,20751166.323
2016-07-01,135244835.899,116201248.099
2016-07-02,499486636.772,436096126.981
2016-07-03,432242147.898,408793590.747
2016-07-04,487485752.432,443254453.177
2016-07-05,464880889.016,442046891.550
2016-07-06,514476645.421,478475014.032
2016-07-07,427196744.840,398123042.313
2016-07-08,462855199.740,445144214.858
2016-07-09,455629183.143,432842368.156
2016-07-10,467517379.509,426350054.567
2016-07-11,200550229.882,190490895.685
2016-07-12,385415463.694,359834150.761
2016-07-13,482537635.256,458467640.425
2016-07-14,493805043.492,466383818.096
2016-07-15,482077249.685,463302069.976
2016-07-16,495651086.940,460368158.139
2016-07-17,186940291.182,180468424.292
2016-07-18,612669979.062,536789490.790
2016-07-19,325830985.321,310242089.626
2016-07-20,429491069.133,398894185.917
2016-07-21,504514547.496,477798511.236
2016-07-22,529848866.602,485079892.753
2016-07-23,475543602.328,453542865.180
2016-07-24,401248058.635,345439973.239
2016-07-25,233410683.420,219615612.028
2016-07-26,0.000,0.000
2016-07-27,0.000,0.000
2016-07-28,0.000,0.000
2016-07-29,0.000,0.000
2016-07-30,0.000,0.000
2016-07-31,0.000,0.000
2016-08-01,79109348.931,63346248.029
2016-08-02,346772145.390,325984733.899
2016-08-03,151250054.173,143431459.270
2016-08-04,251891239.458,240420600.408
2016-08-05,386516927.623,355264654.937
2016-08-06,327447584.571,310754567.078
2016-08-07,265157518.585,245893627.708
2016-08-08,599745820.254,546241233.768
2016-08-09,283105389.691,262524340.792
2016-08-10,106829173.472,102546493.091
2016-08-11,0.000,0.000
2016-08-12,2809.239,2364.621
2016-08-13,483671828.321,438196163.109
2016-08-14,525251012.344,487894924.768
2016-08-15,170005130.758,153895041.664
2016-08-16,352266086.762,332968500.940
2016-08-17,559514595.493,525411546.199
2016-08-18,75059395.595,70671733.037
2016-08-19,112050087.738,97939349.348
2016-08-20,59609272.543,57446139.590
2016-08-21,128316741.322,122261625.312
2016-08-22,0.000,0.000
2016-08-23,0.000,0.000
2016-08-24,0.000,0.000
2016-08-25,112681104.314,108643169.489
2016-08-26,452502807.366,429019124.200
2016-08-27,434462126.617,368194622.330
2016-08-28,530358930.331,509658371.451
2016-08-29,486673642.521,464529059.810
2016-08-30,425051124.980,395526126.693
2016-08-31,591440013.180,572908149.617
2016-09-01,482763783.749,330819382.067
2016-09-02,420979091.927,406000957.713
2016-09-03,485449037.983,468760198.268
2016-09-04,614054757.495,533512858.339
2016-09-05,150079245.673,131294892.402
2016-09-06,513259722.413,445613922.894
2016-09-07,176657516.400,168903340.607
2016-09-08,442938076.103,409004847.877
2016-09-09,510485661.651,480015229.095
2016-09-10,0.000,0.000
2016-09-11,0.000,0.000
2016-09-12,0.000,0.000
2016-09-13,0.000,0.000
2016-09-14,0.000,0.000
2016-09-15,0.000,0.000
2016-09-16,0.000,0.000
2016-09-17,0.000,0.000
2016-09-18,0.000,0.000
2016-09-19,0.000,0.000
2016-09-20,0.000,0.000
2016-09-21,0.000,0.000
2016-09-22,0.000,0.000
2016-09-23,0.000,0.000
2016-09-24,0.000,0.000
2016-09-25,20553135.653,17932811.633
2016-09-26,425126423.614,364458609.518
2016-09-27,580829121.243,553887556.048
2016-09-28,466329658.031,449433941.590
2016-09-29,30498199.922,29854632.925
2016-09-30,523613972.160,485613691.048
2016-10-01,285519243.156,274968811.899
2016-10-02,325629983.801,314547749.771
2016-10-03,84606189.113,82256590.457
2016-10-04,0.000,0.000
2016-10-05,0.000,0.000
2016-10-06,25166312.968,25055529.545
2016-10-07,0.000,0.000
2016-10-08,11410419.829,10461841.954
2016-10-09,419095662.891,378539258.273
2016-10-10,448672482.149,422660037.055
2016-10-11,190774810.733,164812676.118
2016-10-12,320383168.122,282064716.575
2016-10-13,341564687.393,291303795.145
2016-10-14,224970209.976,216700635.449
2016-10-15,490089337.149,467957458.212
2016-10-16,446180845.534,425662498.440
2016-10-17,379631144.304,352727307.434
2016-10-18,566867494.661,534628024.201
2016-10-19,264282490.383,249824183.137
2016-10-20,172144479.245,146112959.315
2016-10-21,326516289.411,222430695.863
2016-10-22,573995845.766,533337096.272
2016-10-23,482234030.521,456332718.372
2016-10-24,622927133.265,595373674.312
2016-10-25,494938550.172,475182651.459
2016-10-26,498698982.024,457488917.966
2016-10-27,18262.894,4661.324
2016-10-28,0.000,0.000
2016-10-29,0.000,0.000
2016-10-30,0.000,0.000
2016-10-31,0.000,0.000
2016-11-01,0.000,0.000
2016-11-02,0.000,0.000
2016-11-03,0.000,0.000
2016-11-04,0.000,0.000
2016-11-05,0.000,0.000
2016-11-06,0.000,0.000
2016-11-07,0.000,0.000
2016-11-08,0.000,0.000
2016-11-09,0.000,0.000
2016-11-10,0.000,0.000
2016-11-11,0.000,0.000
2016-11-12,0.000,0.000
2016-11-13,0.000,0.000
2016-11-14,0.000,0.000
2016-11-15,0.000,0.000
2016-11-16,0.000,0.000
2016-11-17,0.000,0.000
2016-11-18,0.000,0.000
2016-11-19,0.000,0.000
2016-11-20,0.000,0.000
2016-11-21,0.000,0.000
2016-11-22,0.000,0.000
2016-11-23,0.000,0.000
2016-11-24,0.000,0.000
2016-11-25,0.000,0.000
2016-11-26,0.000,0.000
2016-11-27,0.000,0.000
2016-11-28,0.000,0.000
2016-11-29,0.000,0.000
2016-11-30,0.000,0.000
2016-12-01,0.000,0.000
2016-12-02,0.000,0.000
2016-12-03,0.000,0.000
2016-12-04,0.000,0.000
2016-12-05,0.000,0.000
2016-12-06,0.000,0.000
2016-12-07,0.000,0.000
2016-12-08,0.000,0.000
2016-12-09,0.000,0.000
2016-12-10,0.000,0.000
2016-12-11,0.000,0.000
2016-12-12,0.000,0.000
2016-12-13,0.000,0.000
2016-12-14,0.000,0.000
2016-12-15,0.000,0.000
2016-12-16,0.000,0.000
2016-12-17,0.000,0.000
2016-12-18,0.000,0.000
2016-12-19,0.000,0.000
2016-12-20,0.000,0.000
2016-12-21,0.000,0.000
2016-12-22,0.000,0.000
2016-12-23,0.000,0.000
2016-12-24,0.000,0.000
2016-12-25,0.000,0.000
2016-12-26,0.000,0.000
2016-12-27,0.000,0.000
2016-12-28,0.000,0.000
2016-12-29,0.000,0.000
2016-12-30,0.000,0.000
2016-12-31,0.000,0.000
2017-01-01,0.000,0.000
2017-01-02,0.000,0.000
2017-01-03,0.000,0.000
2017-01-04,0.000,0.000
2017-01-05,0.000,0.000
2017-01-06,0.000,0.000
2017-01-07,0.000,0.000
2017-01-08,0.000,0.000
2017-01-09,0.000,0.000
2017-01-10,0.000,0.000
2017-01-11,0.000,0.000
2017-01-12,0.000,0.000
2017-01-13,0.000,0.000
2017-01-14,0.000,0.000
2017-01-15,0.000,0.000
2017-01-16,0.000,0.000
2017-01-17,0.000,0.000
2017-01-18,0.000,0.000
2017-01-19,0.000,0.000
2017-01-20,0.000,0.000
2017-01-21,0.000,0.000
2017-01-22,0.000,0.000
2017-01-23,0.000,0.000
2017-01-24,0.000,0.000
2017-01-25,0.000,0.000
2017-01-26,0.000,0.000
2017-01-27,0.000,0.000
2017-01-28,0.000,0.000
2017-01-29,0.000,0.000
2017-01-30,0.000,0.000
2017-01-31,0.000,0.000
2017-02-01,0.000,0.000
2017-02-02,0.000,0.000
2017-02-03,0.000,0.000
2017-02-04,0.000,0.000
2017-02-05,0.000,0.000
2017-02-06,0.000,0.000
2017-02-07,0.000,0.000
2017-02-08,0.000,0.000
2017-02-09,0.000,0.000
2017-02-10,0.000,0.000
2017-02-11,0.000,0.000
2017-02-12,0.000,0.000
2017-02-13,0.000,0.000
2017-02-14,0.000,0.000
2017-02-15,0.000,0.000
2017-02-16,0.000,0.000
2017-02-17,0.000,0.000
2017-02-18,0.000,0.000
2017-02-19,0.000,0.000
2017-02-20,0.000,0.000
2017-02-21,0.000,0.000
2017-02-22,0.000,0.000
2017-02-23,0.000,0.000
2017-02-24,0.000,0.000
2017-02-25,0.000,0.000
2017-02-26,0.000,0.000
2017-02-27,0.000,0.000
2017-02-28,0.000,0.000
2017-03-01,0.000,0.000
2017-03-02,0.000,0.000
2017-03-03,0.000,0.000
2017-03-04,0.000,0.000
2017-03-05,0.000,0.000
2017-03-06,0.000,0.000
2017-03-07,0.000,0.000
2017-03-08,0.000,0.000
2017-03-09,0.000,0.000
2017-03-10,0.000,0.000
2017-03-11,0.000,0.000
2017-03-12,0.000,0.000
2017-03-13,0.000,0.000
2017-03-14,0.000,0.000
2017-03-15,0.000,0.000
2017-03-16,0.000,0.000
2017-03-17,0.000,0.000
2017-03-18,0.000,0.000
2017-03-19,0.000,0.000
2017-03-20,0.000,0.000
2017-03-21,0.000,0.000
2017-03-22,0.000,0.000
2017-03-23,0.000,0.000
2017-03-24,0.000,0.000
2017-03-25,0.000,0.000
2017-03-26,0.000,0.000
2017-03-27,0.000,0.000
2017-03-28,0.000,0.000
2017-03-29,0.000,0.000
2017-03-30,0.000,0.000
2017-03-31,0.000,0.000
2017-04-01,0.000,0.000
2017-04-02,0.000,0.000
2017-04-03,0.000,0.000
2017-04-04,0.000,0.000
2017-04-05,0.000,0.000
2017-04-06,0.000,0.000
2017-04-07,0.000,0.000
2017-04-08,0.000,0.000
2017-04-09,0.000,0.000
2017-04-10,0.000,0.000
2017-04-11,0.000,0.000
2017-04-12,0.000,0.000
2017-04-13,0.000,0.000
2017-04-14,0.000,0.000
2017-04-15,0.000,0.000
2017-04-16,0.000,0.000
2017-04-17,0.000,0.000
2017-04-18,0.000,0.000
2017-04-19,0.000,0.000
2017-04-20,0.000,0.000
2017-04-21,0.000,0.000
2017-04-22,0.000,0.000
2017-04-23,0.000,0.000
2017-04-24,0.000,0.000
2017-04-25,0.000,0.000
2017-04-26,0.000,0.000
2017-04-27,0.000,0.000
2017-04-28,0.000,0.000
2017-04-29,0.000,0.000
2017-04-30,0.000,0.000
2017-05-01,0.000,0.000
2017-05-02,0.000,0.000
2017-05-03,0.000,0.000
2017-05-04,0.000,0.000
2017-05-05,0.000,0.000
2017-05-06,0.000,0.000
2017-05-07,0.000,0.000
2017-05-08,0.000,0.000
2017-05-09,0.000,0.000
2017-05-10,0.000,0.000
2017-05-11,0.000,0.000
2017-05-12,0.000,0.000
2017-05-13,0.000,0.000
2017-05-14,0.000,0.000
2017-05-15,0.000,0.000
2017-05-16,0.000,0.000
2017-05-17,0.000,0.000
2017-05-18,0.000,0.000
2017-05-19,0.000,0.000
2017-05-20,0.000,0.000
2017-05-21,0.000,0.000
2017-05-22,0.000,0.000
2017-05-23,0.000,0.000
2017-05-24,0.000,0.000
2017-05-25,0.000,0.000
2017-05-26,0.000,0.000
2017-05-27,0.000,0.000
2017-05-28,0.000,0.000
2017-05-29,0.000,0.000
2017-05-30,66187599.180,45240356.184
2017-05-31,1274706.383,1105839.470
2017-06-01,0.000,0.000
2017-06-02,0.000,0.000
2017-06-03,6259070.185,5044993.435
2017-06-04,1798566.960,1155695.123
2017-06-05,94955268.433,39901594.620
2017-06-06,55901598.398,52150099.946
2017-06-07,0.000,0.000
2017-06-08,0.000,0.000
2017-06-09,0.000,0.000
2017-06-10,0.000,0.000
2017-06-11,0.000,0.000
2017-06-12,54903662.590,24677403.056
2017-06-13,7938000.040,7639232.256
2017-06-14,207854749.608,148819366.208
2017-06-15,144977699.076,107286699.795
2017-06-16,361587928.148,286105558.072
2017-06-17,333282789.900,313535083.645
2017-06-18,215937387.423,202970626.714
2017-06-19,195024812.716,161018744.912
2017-06-20,526137917.394,491840605.517
2017-06-21,186535526.485,175857873.813
2017-06-22,435665531.410,352823661.979
2017-06-23,261439994.184,245818628.961
2017-06-24,442627860.932,379999545.066
2017-06-25,529184165.880,488943433.539
2017-06-26,426199523.079,344753341.099
2017-06-27,704935723.950,622351772.196
2017-06-28,459751640.162,366734141.420
2017-06-29,560378966.309,437687257.210
2017-06-30,20958004.061,20275523.619
2017-07-01,0.000,0.000
2017-07-02,0.000,0.000
2017-07-03,0.000,0.000
2017-07-04,0.000,0.000
2017-07-05,0.000,0.000
2017-07-06,0.000,0.000
2017-07-07,0.000,0.000
2017-07-08,0.000,0.000
2017-07-09,2633.708,1934.301
2017-07-10,9082.003,5434.517
2017-07-11,2579740.258,2435454.435
2017-07-12,25633934.811,24177853.898
2017-07-13,0.000,0.000
2017-07-14,58092491.885,39143844.733
2017-07-15,380593831.127,292940481.852
2017-07-16,342234861.323,288719531.215
2017-07-17,0.000,0.000
2017-07-18,498289188.510,397094071.261
2017-07-19,211432600.654,151653872.971
2017-07-20,467717645.004,408300799.464
2017-07-21,364517435.442,327450829.201
2017-07-22,322987839.711,296981835.793
2017-07-23,0.000,0.000
2017-07-24,108819853.026,89569119.863
2017-07-25,0.000,0.000
2017-07-26,0.000,0.000
2017-07-27,54754.520,53973.579
2017-07-28,1209611.269,913508.390
2017-07-29,188068827.634,151615986.964
2017-07-30,641089069.007,579988589.375
2017-07-31,515672522.026,453482628.460
2017-08-01,420711668.521,369379341.470
2017-08-02,425592585.593,355274882.249
2017-08-03,351403714.774,226974076.780
2017-08-04,632538702.818,554666342.619
2017-08-05,587524900.113,507503692.256
2017-08-06,555355074.534,452181187.701
2017-08-07,718799667.189,617025493.275
2017-08-08,348781848.478,300642493.580
2017-08-09,614349811.399,534106211.526
2017-08-10,297372673.538,257937903.255
2017-08-11,0.000,0.000
2017-08-12,5707041.233,4357256.736
2017-08-13,0.000,0.000
2017-08-14,179694242.355,167240851.871
2017-08-15,162020741.938,146483943.530
2017-08-16,450616196.506,431356166.818
2017-08-17,317542947.874,294858427.773
2017-08-18,294372793.491,262996726.796
2017-08-19,243405231.419,224937438.184
2017-08-20,312659158.332,295194800.933
2017-08-21,283631521.438,243439515.240
2017-08-22,102516015.913,97544040.657
2017-08-23,265896290.326,257286338.190
2017-08-24,20161937.769,18352334.623
2017-08-25,0.000,0.000
2017-08-26,90895915.025,86194188.793
2017-08-27,233554024.994,225867415.706
2017-08-28,414885105.746,396523637.165
2017-08-29,363068228.292,351801659.888
2017-08-30,321998082.681,275944121.519
2017-08-31,120885497.094,116557410.554
2017-09-01,296323577.333,283055915.139
2017-09-02,262793199.106,251388152.992
2017-09-03,280714475.594,270876089.484
2017-09-04,259929050.396,245152478.818
2017-09-05,389417920.179,356218316.488
2017-09-06,346629890.339,332633624.813
2017-09-07,532016980.919,503149646.019
2017-09-08,424100912.723,388966603.558
2017-09-09,279598333.359,257484976.812
2017-09-10,394578486.205,341448458.238
2017-09-11,334218358.844,323127210.913
2017-09-12,490554674.560,448826736.252
2017-09-13,108117326.819,104431622.509
2017-09-14,0.000,0.000
2017-09-15,0.000,0.000
2017-09-16,0.000,0.000
2017-09-17,0.000,0.000
2017-09-18,0.000,0.000
2017-09-19,0.000,0.000
2017-09-20,0.000,0.000
2017-09-21,0.000,0.000
2017-09-22,22508.971,22118.186
2017-09-23,18493672.928,17321237.651
2017-09-24,477337791.234,444902871.056
2017-09-25,598722972.220,575195848.988
2017-09-26,602730765.620,580134401.766
2017-09-27,434066025.031,403419790.225
2017-09-28,667373997.951,641067758.312
2017-09-29,605266013.991,580732279.936
2017-09-30,465575299.027,448769720.952
2017-10-01,518985870.542,455115999.010
2017-10-02,531904765.756,489631795.860
2017-10-03,523177602.033,502982222.408
2017-10-04,512521606.590,490936889.696
2017-10-05,682446373.631,612619701.309
2017-10-06,548514617.475,521871977.507
2017-10-07,341923956.228,311381166.737
2017-10-08,749233799.653,681540853.901
2017-10-09,552427482.738,520189116.683
2017-10-10,748288818.598,710283245.509
2017-10-11,558984070.475,536603361.181
2017-10-12,30373034.424,29737773.698
2017-10-13,209283419.780,184749099.125
2017-10-14,786407053.425,732897159.570
2017-10-15,481193112.089,456981462.799
2017-10-16,803952232.294,712144346.152
2017-10-17,718721923.260,680201117.314
2017-10-18,792427888.734,738993928.670
2017-10-19,757526632.015,709205569.016
2017-10-20,809766620.489,754759051.329
2017-10-21,616265478.372,567030612.837
2017-10-22,763335985.289,695638943.168
2017-10-23,376442755.968,354663827.968
2017-10-24,798895426.720,704522777.993
2017-10-25,724651384.632,693601650.635
2017-10-26,119385977.800,111896356.379
2017-10-27,317293410.329,301078446.802
2017-10-28,669870492.378,636336661.308
2017-10-29,583469663.007,493151149.728
2017-10-30,503791726.167,481863421.507
2017-10-31,265297816.134,212039675.499
2017-11-01,120729204.902,101262222.393
2017-11-02,800469843.736,738930787.169
2017-11-03,639741522.286,588768713.646
2017-11-04,558102095.121,528996279.415
2017-11-05,389209680.596,367778906.224
2017-11-06,669491042.695,620131061.850
2017-11-07,72612557.492,69040176.333
2017-11-08,0.000,0.000
2017-11-09,797808007.399,695133633.467
2017-11-10,256104824.675,249422081.476
2017-11-11,0.000,0.000
2017-11-12,0.000,0.000
2017-11-13,0.000,0.000
2017-11-14,0.000,0.000
2017-11-15,0.000,0.000
2017-11-16,0.000,0.000
2017-11-17,0.000,0.000
2017-11-18,0.000,0.000
2017-11-19,0.000,0.000
2017-11-20,0.000,0.000
2017-11-21,34848989.035,26952879.446
2017-11-22,31281964.932,29917872.436
2017-11-23,54212569.906,51523764.065
2017-11-24,65282661.490,61369862.764
2017-11-25,48563843.396,46293217.189
2017-11-26,23764228.273,22542287.020
2017-11-27,0.000,0.000
2017-11-28,0.000,0.000
2017-11-29,0.000,0.000
2017-11-30,0.000,0.000
2017-12-01,0.000,0.000
2017-12-02,0.000,0.000
2017-12-03,0.000,0.000
2017-12-04,0.000,0.000
2017-12-05,0.000,0.000
2017-12-06,0.000,0.000
2017-12-07,0.000,0.000
2017-12-08,0.000,0.000
2017-12-09,0.000,0.000
2017-12-10,0.000,0.000
2017-12-11,0.000,0.000
2017-12-12,0.000,0.000
2017-12-13,0.000,0.000
2017-12-14,0.000,0.000
2017-12-15,0.000,0.000
2017-12-16,0.000,0.000
2017-12-17,0.000,0.000
2017-12-18,0.000,0.000
2017-12-19,0.000,0.000
2017-12-20,0.000,0.000
2017-12-21,0.000,0.000
2017-12-22,0.000,0.000
2017-12-23,0.000,0.000
2017-12-24,0.000,0.000
2017-12-25,0.000,0.000
2017-12-26,0.000,0.000
2017-12-27,0.000,0.000
2017-12-28,0.000,0.000
2017-12-29,0.000,0.000
2017-12-30,0.000,0.000
2017-12-31,0.000,0.000
2018-01-01,0.000,0.000
2018-01-02,0.000,0.000
2018-01-03,0.000,0.000
2018-01-04,0.000,0.000
2018-01-05,0.000,0.000
2018-01-06,0.000,0.000
2018-01-07,0.000,0.000
2018-01-08,0.000,0.000
2018-01-09,0.000,0.000
2018-01-10,0.000,0.000
2018-01-11,0.000,0.000
2018-01-12,0.000,0.000
2018-01-13,0.000,0.000
2018-01-14,0.000,0.000
2018-01-15,0.000,0.000
2018-01-16,0.000,0.000
2018-01-17,0.000,0.000
2018-01-18,0.000,0.000
2018-01-19,0.000,0.000
2018-01-20,0.000,0.000
2018-01-21,0.000,0.000
2018-01-22,0.000,0.000
2018-01-23,0.000,0.000
2018-01-24,0.000,0.000
2018-01-25,0.000,0.000
2018-01-26,0.000,0.000
2018-01-27,0.000,0.000
2018-01-28,0.000,0.000
2018-01-29,0.000,0.000
2018-01-30,0.000,0.000
2018-01-31,0.000,0.000
2018-02-01,0.000,0.000
2018-02-02,0.000,0.000
2018-02-03,0.000,0.000
2018-02-04,0.000,0.000
2018-02-05,0.000,0.000
2018-02-06,0.000,0.000
2018-02-07,0.000,0.000
2018-02-08,0.000,0.000
2018-02-09,0.000,0.000
2018-02-10,0.000,0.000
2018-02-11,0.000,0.000
2018-02-12,0.000,0.000
2018-02-13,0.000,0.000
2018-02-14,0.000,0.000
2018-02-15,0.000,0.000
2018-02-16,0.000,0.000
2018-02-17,0.000,0.000
2018-02-18,0.000,0.000
2018-02-19,0.000,0.000
2018-02-20,0.000,0.000
2018-02-21,0.000,0.000
2018-02-22,0.000,0.000
2018-02-23,0.000,0.000
2018-02-24,0.000,0.000
2018-02-25,0.000,0.000
2018-02-26,0.000,0.000
2018-02-27,0.000,0.000
2018-02-28,0.000,0.000
2018-03-01,0.000,0.000
2018-03-02,0.000,0.000
2018-03-03,0.000,0.000
2018-03-04,0.000,0.000
2018-03-05,0.000,0.000
2018-03-06,0.000,0.000
2018-03-07,0.000,0.000
2018-03-08,0.000,0.000
2018-03-09,0.000,0.000
2018-03-10,0.000,0.000
2018-03-11,0.000,0.000
2018-03-12,0.000,0.000
2018-03-13,0.000,0.000
2018-03-14,0.000,0.000
2018-03-15,0.000,0.000
2018-03-16,0.000,0.000
2018-03-17,0.000,0.000
2018-03-18,0.000,0.000
2018-03-19,0.000,0.000
2018-03-20,0.000,0.000
2018-03-21,0.000,0.000
2018-03-22,0.000,0.000
2018-03-23,0.000,0.000
2018-03-24,0.000,0.000
2018-03-25,0.000,0.000
2018-03-26,0.000,0.000
2018-03-27,0.000,0.000
2018-03-28,0.000,0.000
2018-03-29,0.000,0.000
2018-03-30,0.000,0.000
2018-03-31,0.000,0.000
2018-04-01,0.000,0.000
2018-04-02,0.000,0.000
2018-04-03,0.000,0.000
2018-04-04,0.000,0.000
2018-04-05,0.000,0.000
2018-04-06,0.000,0.000
2018-04-07,0.000,0.000
2018-04-08,0.000,0.000
2018-04-09,0.000,0.000
2018-04-10,0.000,0.000
2018-04-11,0.000,0.000
2018-04-12,0.000,0.000
2018-04-13,0.000,0.000
2018-04-14,0.000,0.000
2018-04-15,0.000,0.000
2018-04-16,0.000,0.000
2018-04-17,329108.535,197161.806
