Date,Delivered(/ub),Recorded(/ub)
2013-06-15,0.000,0.000
2013-06-16,0.000,0.000
2013-06-17,0.000,0.000
2013-06-18,0.000,0.000
2013-06-19,0.000,0.000
2013-06-20,0.000,0.000
2013-06-21,0.000,0.000
2013-06-22,0.000,0.000
2013-06-23,0.000,0.000
2013-06-24,0.000,0.000
2013-06-25,0.000,0.000
2013-06-26,0.000,0.000
2013-06-27,0.000,0.000
2013-06-28,0.000,0.000
2013-06-29,0.000,0.000
2013-06-30,0.000,0.000
2013-07-01,0.000,0.000
2013-07-02,0.000,0.000
2013-07-03,0.000,0.000
2013-07-04,0.000,0.000
2013-07-05,0.000,0.000
2013-07-06,0.000,0.000
2013-07-07,0.000,0.000
2013-07-08,0.000,0.000
2013-07-09,0.000,0.000
2013-07-10,0.000,0.000
2013-07-11,0.000,0.000
2013-07-12,0.000,0.000
2013-07-13,0.000,0.000
2013-07-14,0.000,0.000
2013-07-15,0.000,0.000
2013-07-16,0.000,0.000
2013-07-17,0.000,0.000
2013-07-18,0.000,0.000
2013-07-19,0.000,0.000
2013-07-20,0.000,0.000
2013-07-21,0.000,0.000
2013-07-22,0.000,0.000
2013-07-23,0.000,0.000
2013-07-24,0.000,0.000
2013-07-25,0.000,0.000
2013-07-26,0.000,0.000
2013-07-27,0.000,0.000
2013-07-28,0.000,0.000
2013-07-29,0.000,0.000
2013-07-30,0.000,0.000
2013-07-31,0.000,0.000
2013-08-01,0.000,0.000
2013-08-02,0.000,0.000
2013-08-03,0.000,0.000
2013-08-04,0.000,0.000
2013-08-05,0.000,0.000
2013-08-06,0.000,0.000
2013-08-07,0.000,0.000
2013-08-08,0.000,0.000
2013-08-09,0.000,0.000
2013-08-10,0.000,0.000
2013-08-11,0.000,0.000
2013-08-12,0.000,0.000
2013-08-13,0.000,0.000
2013-08-14,0.000,0.000
2013-08-15,0.000,0.000
2013-08-16,0.000,0.000
2013-08-17,0.000,0.000
2013-08-18,0.000,0.000
2013-08-19,0.000,0.000
2013-08-20,0.000,0.000
2013-08-21,0.000,0.000
2013-08-22,0.000,0.000
2013-08-23,0.000,0.000
2013-08-24,0.000,0.000
2013-08-25,0.000,0.000
2013-08-26,0.000,0.000
2013-08-27,0.000,0.000
2013-08-28,0.000,0.000
2013-08-29,0.000,0.000
2013-08-30,0.000,0.000
2013-08-31,0.000,0.000
2013-09-01,0.000,0.000
2013-09-02,0.000,0.000
2013-09-03,0.000,0.000
2013-09-04,0.000,0.000
2013-09-05,0.000,0.000
2013-09-06,0.000,0.000
2013-09-07,0.000,0.000
2013-09-08,0.000,0.000
2013-09-09,0.000,0.000
2013-09-10,0.000,0.000
2013-09-11,0.000,0.000
2013-09-12,0.000,0.000
2013-09-13,0.000,0.000
2013-09-14,0.000,0.000
2013-09-15,0.000,0.000
2013-09-16,0.000,0.000
2013-09-17,0.000,0.000
2013-09-18,0.000,0.000
2013-09-19,0.000,0.000
2013-09-20,0.000,0.000
2013-09-21,0.000,0.000
2013-09-22,0.000,0.000
2013-09-23,0.000,0.000
2013-09-24,0.000,0.000
2013-09-25,0.000,0.000
2013-09-26,0.000,0.000
2013-09-27,0.000,0.000
2013-09-28,0.000,0.000
2013-09-29,0.000,0.000
2013-09-30,0.000,0.000
2013-10-01,0.000,0.000
2013-10-02,0.000,0.000
2013-10-03,0.000,0.000
2013-10-04,0.000,0.000
2013-10-05,0.000,0.000
2013-10-06,0.000,0.000
2013-10-07,0.000,0.000
2013-10-08,0.000,0.000
2013-10-09,0.000,0.000
2013-10-10,0.000,0.000
2013-10-11,0.000,0.000
2013-10-12,0.000,0.000
2013-10-13,0.000,0.000
2013-10-14,0.000,0.000
2013-10-15,0.000,0.000
2013-10-16,0.000,0.000
2013-10-17,0.000,0.000
2013-10-18,0.000,0.000
2013-10-19,0.000,0.000
2013-10-20,0.000,0.000
2013-10-21,0.000,0.000
2013-10-22,0.000,0.000
2013-10-23,0.000,0.000
2013-10-24,0.000,0.000
2013-10-25,0.000,0.000
2013-10-26,0.000,0.000
2013-10-27,0.000,0.000
2013-10-28,0.000,0.000
2013-10-29,0.000,0.000
2013-10-30,0.000,0.000
2013-10-31,0.000,0.000
2013-11-01,0.000,0.000
2013-11-02,0.000,0.000
2013-11-03,0.000,0.000
2013-11-04,0.000,0.000
2013-11-05,0.000,0.000
2013-11-06,0.000,0.000
2013-11-07,0.000,0.000
2013-11-08,0.000,0.000
2013-11-09,0.000,0.000
2013-11-10,0.000,0.000
2013-11-11,0.000,0.000
2013-11-12,0.000,0.000
2013-11-13,0.000,0.000
2013-11-14,0.000,0.000
2013-11-15,0.000,0.000
2013-11-16,0.000,0.000
2013-11-17,0.000,0.000
2013-11-18,0.000,0.000
2013-11-19,0.000,0.000
2013-11-20,0.000,0.000
2013-11-21,0.000,0.000
2013-11-22,0.000,0.000
2013-11-23,0.000,0.000
2013-11-24,0.000,0.000
2013-11-25,0.000,0.000
2013-11-26,0.000,0.000
2013-11-27,0.000,0.000
2013-11-28,0.000,0.000
2013-11-29,0.000,0.000
2013-11-30,0.000,0.000
2013-12-01,0.000,0.000
2013-12-02,0.000,0.000
2013-12-03,0.000,0.000
2013-12-04,0.000,0.000
2013-12-05,0.000,0.000
2013-12-06,0.000,0.000
2013-12-07,0.000,0.000
2013-12-08,0.000,0.000
2013-12-09,0.000,0.000
2013-12-10,0.000,0.000
2013-12-11,0.000,0.000
2013-12-12,0.000,0.000
2013-12-13,0.000,0.000
2013-12-14,0.000,0.000
2013-12-15,0.000,0.000
2013-12-16,0.000,0.000
2013-12-17,0.000,0.000
2013-12-18,0.000,0.000
2013-12-19,0.000,0.000
2013-12-20,0.000,0.000
2013-12-21,0.000,0.000
2013-12-22,0.000,0.000
2013-12-23,0.000,0.000
2013-12-24,0.000,0.000
2013-12-25,0.000,0.000
2013-12-26,0.000,0.000
2013-12-27,0.000,0.000
2013-12-28,0.000,0.000
2013-12-29,0.000,0.000
2013-12-30,0.000,0.000
2013-12-31,0.000,0.000
2014-01-01,0.000,0.000
2014-01-02,0.000,0.000
2014-01-03,0.000,0.000
2014-01-04,0.000,0.000
2014-01-05,0.000,0.000
2014-01-06,0.000,0.000
2014-01-07,0.000,0.000
2014-01-08,0.000,0.000
2014-01-09,0.000,0.000
2014-01-10,0.000,0.000
2014-01-11,0.000,0.000
2014-01-12,0.000,0.000
2014-01-13,0.000,0.000
2014-01-14,0.000,0.000
2014-01-15,0.000,0.000
2014-01-16,0.000,0.000
2014-01-17,0.000,0.000
2014-01-18,0.000,0.000
2014-01-19,0.000,0.000
2014-01-20,0.000,0.000
2014-01-21,0.000,0.000
2014-01-22,0.000,0.000
2014-01-23,0.000,0.000
2014-01-24,0.000,0.000
2014-01-25,0.000,0.000
2014-01-26,0.000,0.000
2014-01-27,0.000,0.000
2014-01-28,0.000,0.000
2014-01-29,0.000,0.000
2014-01-30,0.000,0.000
2014-01-31,0.000,0.000
2014-02-01,0.000,0.000
2014-02-02,0.000,0.000
2014-02-03,0.000,0.000
2014-02-04,0.000,0.000
2014-02-05,0.000,0.000
2014-02-06,0.000,0.000
2014-02-07,0.000,0.000
2014-02-08,0.000,0.000
2014-02-09,0.000,0.000
2014-02-10,0.000,0.000
2014-02-11,0.000,0.000
2014-02-12,0.000,0.000
2014-02-13,0.000,0.000
2014-02-14,0.000,0.000
2014-02-15,0.000,0.000
2014-02-16,0.000,0.000
2014-02-17,0.000,0.000
2014-02-18,0.000,0.000
2014-02-19,0.000,0.000
2014-02-20,0.000,0.000
2014-02-21,0.000,0.000
2014-02-22,0.000,0.000
2014-02-23,0.000,0.000
2014-02-24,0.000,0.000
2014-02-25,0.000,0.000
2014-02-26,0.000,0.000
2014-02-27,0.000,0.000
2014-02-28,0.000,0.000
2014-03-01,0.000,0.000
2014-03-02,0.000,0.000
2014-03-03,0.000,0.000
2014-03-04,0.000,0.000
2014-03-05,0.000,0.000
2014-03-06,0.000,0.000
2014-03-07,0.000,0.000
2014-03-08,0.000,0.000
2014-03-09,0.000,0.000
2014-03-10,0.000,0.000
2014-03-11,0.000,0.000
2014-03-12,0.000,0.000
2014-03-13,0.000,0.000
2014-03-14,0.000,0.000
2014-03-15,0.000,0.000
2014-03-16,0.000,0.000
2014-03-17,0.000,0.000
2014-03-18,0.000,0.000
2014-03-19,0.000,0.000
2014-03-20,0.000,0.000
2014-03-21,0.000,0.000
2014-03-22,0.000,0.000
2014-03-23,0.000,0.000
2014-03-24,0.000,0.000
2014-03-25,0.000,0.000
2014-03-26,0.000,0.000
2014-03-27,0.000,0.000
2014-03-28,0.000,0.000
2014-03-29,0.000,0.000
2014-03-30,0.000,0.000
2014-03-31,0.000,0.000
2014-04-01,0.000,0.000
2014-04-02,0.000,0.000
2014-04-03,0.000,0.000
2014-04-04,0.000,0.000
2014-04-05,0.000,0.000
2014-04-06,0.000,0.000
2014-04-07,0.000,0.000
2014-04-08,0.000,0.000
2014-04-09,0.000,0.000
2014-04-10,0.000,0.000
2014-04-11,0.000,0.000
2014-04-12,0.000,0.000
2014-04-13,0.000,0.000
2014-04-14,0.000,0.000
2014-04-15,0.000,0.000
2014-04-16,0.000,0.000
2014-04-17,0.000,0.000
2014-04-18,0.000,0.000
2014-04-19,0.000,0.000
2014-04-20,0.000,0.000
2014-04-21,0.000,0.000
2014-04-22,0.000,0.000
2014-04-23,0.000,0.000
2014-04-24,0.000,0.000
2014-04-25,0.000,0.000
2014-04-26,0.000,0.000
2014-04-27,0.000,0.000
2014-04-28,0.000,0.000
2014-04-29,0.000,0.000
2014-04-30,0.000,0.000
2014-05-01,0.000,0.000
2014-05-02,0.000,0.000
2014-05-03,0.000,0.000
2014-05-04,0.000,0.000
2014-05-05,0.000,0.000
2014-05-06,0.000,0.000
2014-05-07,0.000,0.000
2014-05-08,0.000,0.000
2014-05-09,0.000,0.000
2014-05-10,0.000,0.000
2014-05-11,0.000,0.000
2014-05-12,0.000,0.000
2014-05-13,0.000,0.000
2014-05-14,0.000,0.000
2014-05-15,0.000,0.000
2014-05-16,0.000,0.000
2014-05-17,0.000,0.000
2014-05-18,0.000,0.000
2014-05-19,0.000,0.000
2014-05-20,0.000,0.000
2014-05-21,0.000,0.000
2014-05-22,0.000,0.000
2014-05-23,0.000,0.000
2014-05-24,0.000,0.000
2014-05-25,0.000,0.000
2014-05-26,0.000,0.000
2014-05-27,0.000,0.000
2014-05-28,0.000,0.000
2014-05-29,0.000,0.000
2014-05-30,0.000,0.000
2014-05-31,0.000,0.000
2014-06-01,0.000,0.000
2014-06-02,0.000,0.000
2014-06-03,0.000,0.000
2014-06-04,0.000,0.000
2014-06-05,0.000,0.000
2014-06-06,0.000,0.000
2014-06-07,0.000,0.000
2014-06-08,0.000,0.000
2014-06-09,0.000,0.000
2014-06-10,0.000,0.000
2014-06-11,0.000,0.000
2014-06-12,0.000,0.000
2014-06-13,0.000,0.000
2014-06-14,0.000,0.000
2014-06-15,0.000,0.000
2014-06-16,0.000,0.000
2014-06-17,0.000,0.000
2014-06-18,0.000,0.000
2014-06-19,0.000,0.000
2014-06-20,0.000,0.000
2014-06-21,0.000,0.000
2014-06-22,0.000,0.000
2014-06-23,0.000,0.000
2014-06-24,0.000,0.000
2014-06-25,0.000,0.000
2014-06-26,0.000,0.000
2014-06-27,0.000,0.000
2014-06-28,0.000,0.000
2014-06-29,0.000,0.000
2014-06-30,0.000,0.000
2014-07-01,0.000,0.000
2014-07-02,0.000,0.000
2014-07-03,0.000,0.000
2014-07-04,0.000,0.000
2014-07-05,0.000,0.000
2014-07-06,0.000,0.000
2014-07-07,0.000,0.000
2014-07-08,0.000,0.000
2014-07-09,0.000,0.000
2014-07-10,0.000,0.000
2014-07-11,0.000,0.000
2014-07-12,0.000,0.000
2014-07-13,0.000,0.000
2014-07-14,0.000,0.000
2014-07-15,0.000,0.000
2014-07-16,0.000,0.000
2014-07-17,0.000,0.000
2014-07-18,0.000,0.000
2014-07-19,0.000,0.000
2014-07-20,0.000,0.000
2014-07-21,0.000,0.000
2014-07-22,0.000,0.000
2014-07-23,0.000,0.000
2014-07-24,0.000,0.000
2014-07-25,0.000,0.000
2014-07-26,0.000,0.000
2014-07-27,0.000,0.000
2014-07-28,0.000,0.000
2014-07-29,0.000,0.000
2014-07-30,0.000,0.000
2014-07-31,0.000,0.000
2014-08-01,0.000,0.000
2014-08-02,0.000,0.000
2014-08-03,0.000,0.000
2014-08-04,0.000,0.000
2014-08-05,0.000,0.000
2014-08-06,0.000,0.000
2014-08-07,0.000,0.000
2014-08-08,0.000,0.000
2014-08-09,0.000,0.000
2014-08-10,0.000,0.000
2014-08-11,0.000,0.000
2014-08-12,0.000,0.000
2014-08-13,0.000,0.000
2014-08-14,0.000,0.000
2014-08-15,0.000,0.000
2014-08-16,0.000,0.000
2014-08-17,0.000,0.000
2014-08-18,0.000,0.000
2014-08-19,0.000,0.000
2014-08-20,0.000,0.000
2014-08-21,0.000,0.000
2014-08-22,0.000,0.000
2014-08-23,0.000,0.000
2014-08-24,0.000,0.000
2014-08-25,0.000,0.000
2014-08-26,0.000,0.000
2014-08-27,0.000,0.000
2014-08-28,0.000,0.000
2014-08-29,0.000,0.000
2014-08-30,0.000,0.000
2014-08-31,0.000,0.000
2014-09-01,0.000,0.000
2014-09-02,0.000,0.000
2014-09-03,0.000,0.000
2014-09-04,0.000,0.000
2014-09-05,0.000,0.000
2014-09-06,0.000,0.000
2014-09-07,0.000,0.000
2014-09-08,0.000,0.000
2014-09-09,0.000,0.000
2014-09-10,0.000,0.000
2014-09-11,0.000,0.000
2014-09-12,0.000,0.000
2014-09-13,0.000,0.000
2014-09-14,0.000,0.000
2014-09-15,0.000,0.000
2014-09-16,0.000,0.000
2014-09-17,0.000,0.000
2014-09-18,0.000,0.000
2014-09-19,0.000,0.000
2014-09-20,0.000,0.000
2014-09-21,0.000,0.000
2014-09-22,0.000,0.000
2014-09-23,0.000,0.000
2014-09-24,0.000,0.000
2014-09-25,0.000,0.000
2014-09-26,0.000,0.000
2014-09-27,0.000,0.000
2014-09-28,0.000,0.000
2014-09-29,0.000,0.000
2014-09-30,0.000,0.000
2014-10-01,0.000,0.000
2014-10-02,0.000,0.000
2014-10-03,0.000,0.000
2014-10-04,0.000,0.000
2014-10-05,0.000,0.000
2014-10-06,0.000,0.000
2014-10-07,0.000,0.000
2014-10-08,0.000,0.000
2014-10-09,0.000,0.000
2014-10-10,0.000,0.000
2014-10-11,0.000,0.000
2014-10-12,0.000,0.000
2014-10-13,0.000,0.000
2014-10-14,0.000,0.000
2014-10-15,0.000,0.000
2014-10-16,0.000,0.000
2014-10-17,0.000,0.000
2014-10-18,0.000,0.000
2014-10-19,0.000,0.000
2014-10-20,0.000,0.000
2014-10-21,0.000,0.000
2014-10-22,0.000,0.000
2014-10-23,0.000,0.000
2014-10-24,0.000,0.000
2014-10-25,0.000,0.000
2014-10-26,0.000,0.000
2014-10-27,0.000,0.000
2014-10-28,0.000,0.000
2014-10-29,0.000,0.000
2014-10-30,0.000,0.000
2014-10-31,0.000,0.000
2014-11-01,0.000,0.000
2014-11-02,0.000,0.000
2014-11-03,0.000,0.000
2014-11-04,0.000,0.000
2014-11-05,0.000,0.000
2014-11-06,0.000,0.000
2014-11-07,0.000,0.000
2014-11-08,0.000,0.000
2014-11-09,0.000,0.000
2014-11-10,0.000,0.000
2014-11-11,0.000,0.000
2014-11-12,0.000,0.000
2014-11-13,0.000,0.000
2014-11-14,0.000,0.000
2014-11-15,0.000,0.000
2014-11-16,0.000,0.000
2014-11-17,0.000,0.000
2014-11-18,0.000,0.000
2014-11-19,0.000,0.000
2014-11-20,0.000,0.000
2014-11-21,0.000,0.000
2014-11-22,0.000,0.000
2014-11-23,0.000,0.000
2014-11-24,0.000,0.000
2014-11-25,0.000,0.000
2014-11-26,0.000,0.000
2014-11-27,0.000,0.000
2014-11-28,0.000,0.000
2014-11-29,0.000,0.000
2014-11-30,0.000,0.000
2014-12-01,0.000,0.000
2014-12-02,0.000,0.000
2014-12-03,0.000,0.000
2014-12-04,0.000,0.000
2014-12-05,0.000,0.000
2014-12-06,0.000,0.000
2014-12-07,0.000,0.000
2014-12-08,0.000,0.000
2014-12-09,0.000,0.000
2014-12-10,0.000,0.000
2014-12-11,0.000,0.000
2014-12-12,0.000,0.000
2014-12-13,0.000,0.000
2014-12-14,0.000,0.000
2014-12-15,0.000,0.000
2014-12-16,0.000,0.000
2014-12-17,0.000,0.000
2014-12-18,0.000,0.000
2014-12-19,0.000,0.000
2014-12-20,0.000,0.000
2014-12-21,0.000,0.000
2014-12-22,0.000,0.000
2014-12-23,0.000,0.000
2014-12-24,0.000,0.000
2014-12-25,0.000,0.000
2014-12-26,0.000,0.000
2014-12-27,0.000,0.000
2014-12-28,0.000,0.000
2014-12-29,0.000,0.000
2014-12-30,0.000,0.000
2014-12-31,0.000,0.000
2015-01-01,0.000,0.000
2015-01-02,0.000,0.000
2015-01-03,0.000,0.000
2015-01-04,0.000,0.000
2015-01-05,0.000,0.000
2015-01-06,0.000,0.000
2015-01-07,0.000,0.000
2015-01-08,0.000,0.000
2015-01-09,0.000,0.000
2015-01-10,0.000,0.000
2015-01-11,0.000,0.000
2015-01-12,0.000,0.000
2015-01-13,0.000,0.000
2015-01-14,0.000,0.000
2015-01-15,0.000,0.000
2015-01-16,0.000,0.000
2015-01-17,0.000,0.000
2015-01-18,0.000,0.000
2015-01-19,0.000,0.000
2015-01-20,0.000,0.000
2015-01-21,0.000,0.000
2015-01-22,0.000,0.000
2015-01-23,0.000,0.000
2015-01-24,0.000,0.000
2015-01-25,0.000,0.000
2015-01-26,0.000,0.000
2015-01-27,0.000,0.000
2015-01-28,0.000,0.000
2015-01-29,0.000,0.000
2015-01-30,0.000,0.000
2015-01-31,0.000,0.000
2015-02-01,0.000,0.000
2015-02-02,0.000,0.000
2015-02-03,0.000,0.000
2015-02-04,0.000,0.000
2015-02-05,0.000,0.000
2015-02-06,0.000,0.000
2015-02-07,0.000,0.000
2015-02-08,0.000,0.000
2015-02-09,0.000,0.000
2015-02-10,0.000,0.000
2015-02-11,0.000,0.000
2015-02-12,0.000,0.000
2015-02-13,0.000,0.000
2015-02-14,0.000,0.000
2015-02-15,0.000,0.000
2015-02-16,0.000,0.000
2015-02-17,0.000,0.000
2015-02-18,0.000,0.000
2015-02-19,0.000,0.000
2015-02-20,0.000,0.000
2015-02-21,0.000,0.000
2015-02-22,0.000,0.000
2015-02-23,0.000,0.000
2015-02-24,0.000,0.000
2015-02-25,0.000,0.000
2015-02-26,0.000,0.000
2015-02-27,0.000,0.000
2015-02-28,0.000,0.000
2015-03-01,0.000,0.000
2015-03-02,0.000,0.000
2015-03-03,0.000,0.000
2015-03-04,0.000,0.000
2015-03-05,0.000,0.000
2015-03-06,0.000,0.000
2015-03-07,0.000,0.000
2015-03-08,0.000,0.000
2015-03-09,0.000,0.000
2015-03-10,0.000,0.000
2015-03-11,0.000,0.000
2015-03-12,0.000,0.000
2015-03-13,0.000,0.000
2015-03-14,0.000,0.000
2015-03-15,0.000,0.000
2015-03-16,0.000,0.000
2015-03-17,0.000,0.000
2015-03-18,0.000,0.000
2015-03-19,0.000,0.000
2015-03-20,0.000,0.000
2015-03-21,0.000,0.000
2015-03-22,0.000,0.000
2015-03-23,0.000,0.000
2015-03-24,0.000,0.000
2015-03-25,0.000,0.000
2015-03-26,0.000,0.000
2015-03-27,0.000,0.000
2015-03-28,0.000,0.000
2015-03-29,0.000,0.000
2015-03-30,0.000,0.000
2015-03-31,0.000,0.000
2015-04-01,0.000,0.000
2015-04-02,0.000,0.000
2015-04-03,0.000,0.000
2015-04-04,0.000,0.000
2015-04-05,0.000,0.000
2015-04-06,0.000,0.000
2015-04-07,0.000,0.000
2015-04-08,0.000,0.000
2015-04-09,0.000,0.000
2015-04-10,0.000,0.000
2015-04-11,0.000,0.000
2015-04-12,0.000,0.000
2015-04-13,0.000,0.000
2015-04-14,0.000,0.000
2015-04-15,0.000,0.000
2015-04-16,0.000,0.000
2015-04-17,0.000,0.000
2015-04-18,0.000,0.000
2015-04-19,0.000,0.000
2015-04-20,0.000,0.000
2015-04-21,0.000,0.000
2015-04-22,0.000,0.000
2015-04-23,0.000,0.000
2015-04-24,0.000,0.000
2015-04-25,0.000,0.000
2015-04-26,0.000,0.000
2015-04-27,0.000,0.000
2015-04-28,0.000,0.000
2015-04-29,0.000,0.000
2015-04-30,0.000,0.000
2015-05-01,0.000,0.000
2015-05-02,0.000,0.000
2015-05-03,0.000,0.000
2015-05-04,0.000,0.000
2015-05-05,0.000,0.000
2015-05-06,0.000,0.000
2015-05-07,0.000,0.000
2015-05-08,0.000,0.000
2015-05-09,0.000,0.000
2015-05-10,0.000,0.000
2015-05-11,0.000,0.000
2015-05-12,0.000,0.000
2015-05-13,0.000,0.000
2015-05-14,0.000,0.000
2015-05-15,0.000,0.000
2015-05-16,0.000,0.000
2015-05-17,0.000,0.000
2015-05-18,0.000,0.000
2015-05-19,0.000,0.000
2015-05-20,0.000,0.000
2015-05-21,0.000,0.000
2015-05-22,0.000,0.000
2015-05-23,0.000,0.000
2015-05-24,0.000,0.000
2015-05-25,0.000,0.000
2015-05-26,0.000,0.000
2015-05-27,0.000,0.000
2015-05-28,0.000,0.000
2015-05-29,0.000,0.000
2015-05-30,0.000,0.000
2015-05-31,0.000,0.000
2015-06-01,0.000,0.000
2015-06-02,0.000,0.000
2015-06-03,136607.133,50671.921
2015-06-04,46771.778,36647.819
2015-06-05,65828.581,50393.345
2015-06-06,451285.537,97405.170
2015-06-07,493392.330,165499.341
2015-06-08,81895.995,56427.224
2015-06-09,41.191,0.000
2015-06-10,23182.065,0.000
2015-06-11,74688.818,0.000
2015-06-12,20664.460,12302.601
2015-06-13,2483042.227,1540265.776
2015-06-14,4546738.643,2979920.305
2015-06-15,0.000,0.000
2015-06-16,0.000,0.000
2015-06-17,0.000,0.000
2015-06-18,0.000,0.000
2015-06-19,0.000,0.000
2015-06-20,0.000,0.000
2015-06-21,0.000,0.000
2015-06-22,0.000,0.000
2015-06-23,0.000,0.000
2015-06-24,0.000,0.000
2015-06-25,0.000,0.000
2015-06-26,0.000,0.000
2015-06-27,0.000,0.000
2015-06-28,0.000,0.000
2015-06-29,0.000,0.000
2015-06-30,0.000,0.000
2015-07-01,0.000,0.000
2015-07-02,0.000,0.000
2015-07-03,0.000,0.000
2015-07-04,31641.992,24885.723
2015-07-05,4015391.946,2517903.410
2015-07-06,457358.334,452108.666
2015-07-07,6218714.276,3839347.628
2015-07-08,9546334.057,7313380.885
2015-07-09,1723257.849,1688354.295
2015-07-10,9759499.727,8114033.890
2015-07-11,2629600.478,1148958.168
2015-07-12,16648271.296,14279891.803
2015-07-13,21940234.913,17967043.625
2015-07-14,15113390.527,11989341.703
2015-07-15,1100372.055,41717.535
2015-07-16,7470252.748,7272494.921
2015-07-17,0.000,0.000
2015-07-18,0.000,0.000
2015-07-19,0.000,0.000
2015-07-20,5511666.398,4613408.716
2015-07-21,0.000,0.000
2015-07-22,0.000,0.000
2015-07-23,0.000,0.000
2015-07-24,0.000,0.000
2015-07-25,0.000,0.000
2015-07-26,0.000,0.000
2015-07-27,0.000,0.000
2015-07-28,0.000,0.000
2015-07-29,0.000,0.000
2015-07-30,0.000,0.000
2015-07-31,0.000,0.000
2015-08-01,0.000,0.000
2015-08-02,0.000,0.000
2015-08-03,0.000,0.000
2015-08-04,0.000,0.000
2015-08-05,0.000,0.000
2015-08-06,0.000,0.000
2015-08-07,0.000,0.000
2015-08-08,0.000,0.000
2015-08-09,0.000,0.000
2015-08-10,0.000,0.000
2015-08-11,0.000,0.000
2015-08-12,0.000,0.000
2015-08-13,3377079.997,2726059.415
2015-08-14,6839754.212,6050863.230
2015-08-15,4924953.238,4020175.230
2015-08-16,13099350.205,10699061.947
2015-08-17,10358741.036,9783847.661
2015-08-18,5292739.028,4736786.667
2015-08-19,9575536.493,9138699.266
2015-08-20,0.000,0.000
2015-08-21,21349920.584,20656515.610
2015-08-22,18886271.124,18416615.949
2015-08-23,10523793.457,9718753.412
2015-08-24,28635.078,21290.579
2015-08-25,59922.483,53179.910
2015-08-26,9706.790,9613.227
2015-08-27,0.000,0.000
2015-08-28,0.000,0.000
2015-08-29,0.000,0.000
2015-08-30,0.000,0.000
2015-08-31,0.000,0.000
2015-09-01,0.000,0.000
2015-09-02,0.000,0.000
2015-09-03,0.000,0.000
2015-09-04,0.000,0.000
2015-09-05,0.000,0.000
2015-09-06,1127562.483,460822.201
2015-09-07,10425066.693,8548163.066
2015-09-08,29033960.845,24426306.946
2015-09-09,35162213.034,31593735.744
2015-09-10,2826787.517,2607675.402
2015-09-11,41073914.034,36471284.807
2015-09-12,27905806.351,26466594.011
2015-09-13,30499526.740,28353806.527
2015-09-14,80455456.533,70167297.338
2015-09-15,16626575.810,16097459.129
2015-09-16,1181864.800,1107592.308
2015-09-17,99905691.850,92853367.305
2015-09-18,67720620.486,63001583.302
2015-09-19,70537716.867,65310305.768
2015-09-20,19792590.397,18643356.940
2015-09-21,91323200.078,78911885.864
2015-09-22,49474256.539,46894351.627
2015-09-23,0.000,0.000
2015-09-24,104968171.754,96639349.772
2015-09-25,108839072.235,104467558.251
2015-09-26,15370385.677,14232291.634
2015-09-27,88879145.749,85760943.706
2015-09-28,107085943.050,96751839.505
2015-09-29,140535109.382,123969581.905
2015-09-30,55862715.786,53234464.018
2015-10-01,57556937.208,55850997.960
2015-10-02,111494267.140,106286548.445
2015-10-03,93980817.776,88963537.785
2015-10-04,127146697.926,121565254.393
2015-10-05,59297497.216,56116671.332
2015-10-06,93080495.506,79233844.626
2015-10-07,164490766.944,156594212.914
2015-10-08,0.000,0.000
2015-10-09,46723866.016,44263811.746
2015-10-10,195931302.096,185494380.638
2015-10-11,125220514.785,115164465.407
2015-10-12,41692056.094,39737393.741
2015-10-13,0.000,0.000
2015-10-14,0.000,0.000
2015-10-15,113610.314,104210.367
2015-10-16,144033.219,129652.837
2015-10-17,382958.571,355204.969
2015-10-18,130354.923,120008.360
2015-10-19,0.000,0.000
2015-10-20,42152755.658,40380463.599
2015-10-21,118902936.798,105359265.522
2015-10-22,237720.398,125591.607
2015-10-23,150377353.891,132778938.178
2015-10-24,66609525.163,59431958.981
2015-10-25,0.000,0.000
2015-10-26,113517443.079,97250811.083
2015-10-27,203011751.217,190984151.833
2015-10-28,137720719.749,109470749.114
2015-10-29,42492163.121,28747166.915
2015-10-30,94564193.966,89645431.975
2015-10-31,195175026.839,131591695.770
2015-11-01,269280571.501,219809456.094
2015-11-02,147134156.695,138390016.682
2015-11-03,98496154.471,95597308.044
2015-11-04,0.000,0.000
2015-11-05,0.000,0.000
2015-11-06,0.000,0.000
2015-11-07,0.000,0.000
2015-11-08,0.000,0.000
2015-11-09,0.000,0.000
2015-11-10,0.000,0.000
2015-11-11,0.000,0.000
2015-11-12,0.000,0.000
2015-11-13,0.000,0.000
2015-11-14,0.000,0.000
2015-11-15,0.000,0.000
2015-11-16,0.000,0.000
2015-11-17,0.000,0.000
2015-11-18,0.000,0.000
2015-11-19,0.000,0.000
2015-11-20,0.000,0.000
2015-11-21,0.000,0.000
2015-11-22,0.000,0.000
2015-11-23,0.000,0.000
2015-11-24,0.000,0.000
2015-11-25,0.000,0.000
2015-11-26,0.000,0.000
2015-11-27,0.000,0.000
2015-11-28,0.000,0.000
2015-11-29,0.000,0.000
2015-11-30,0.000,0.000
2015-12-01,0.000,0.000
2015-12-02,0.000,0.000
2015-12-03,0.000,0.000
2015-12-04,0.000,0.000
2015-12-05,0.000,0.000
2015-12-06,0.000,0.000
2015-12-07,0.000,0.000
2015-12-08,0.000,0.000
2015-12-09,0.000,0.000
2015-12-10,0.000,0.000
2015-12-11,0.000,0.000
